GEO_ID,NAME,MedianIncome
310M500US49020,"Winchester, VA-WV Metro Area",76583
310M500US49180,"Winston-Salem, NC Metro Area",52322
310M500US49220,"Wisconsin Rapids-Marshfield, WI Micro Area",56278
310M500US49300,"Wooster, OH Micro Area",57458
310M500US49340,"Worcester, MA-CT Metro Area",76348
310M500US49420,"Yakima, WA Metro Area",56233
310M500US49500,"Yauco, PR Metro Area",15695
310M500US49620,"York-Hanover, PA Metro Area",69172
310M500US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",48558
310M500US49700,"Yuba City, CA Metro Area",61307
310M500US49740,"Yuma, AZ Metro Area",46419
310M500US49780,"Zanesville, OH Micro Area",51844
