GEO_ID,NAME,HISPANIC_OR_LATINO_OF_ANY_RACE,WHITE_ALONE_NOT_HISPANIC,BLACK_OR_AFRICAN_AMERICAN_ALONE_NOT_HISPANIC,AMERICAN_INDIAN_OR_ALASKAN_NATIVE_ALONE_NOT_HISPANIC,ASIAN_ALONE_NOT_HISPANIC,NATIVE_HAWAIIAN_OR_PACIFIC_ISLANDER_ALONE_NOT_HISPANIC,SOME_OTHER_RACE_ALONE_NOT_HISPANIC,TWO_RACES_INCLUDING_SOME_OTHER_RACE_NOT_HISPANIC,TWO_OR_MORE_RACES_TWO_RACES_EXCLUDING_SOME_OTHER_RACE_AND_THREE_OR_MORE_RACES_NOT_HISPANIC,
0500000US37025,"Cabarrus County, North Carolina",11.1,62.9,18.5,0.1,4.2,0,0.5,0.2,2.6,100.1
0500000US37027,"Caldwell County, North Carolina",5.9,N,N,N,N,N,N,N,N,5.9
0500000US37031,"Carteret County, North Carolina",4.4,86.5,4.9,0.4,0.9,0,0.4,0,2.5,100
0500000US37035,"Catawba County, North Carolina",10.1,74.9,8.9,0.1,4.5,0,0,0,1.4,99.9
0500000US37037,"Chatham County, North Carolina",12.1,70,10.5,0,1.6,0,2.2,0,3.5,99.9
0500000US37045,"Cleveland County, North Carolina",3.8,N,N,N,N,N,N,N,N,3.8
0500000US37049,"Craven County, North Carolina",7.6,65.5,21.6,0.6,2.3,0,0,0.1,2.2,99.9
0500000US37051,"Cumberland County, North Carolina",12.1,42.3,35.8,1.5,2.8,0.4,0.4,0.1,4.6,100
0500000US37057,"Davidson County, North Carolina",7.4,79.4,10.4,0.1,1.6,0.1,0,0,1,100
0500000US37063,"Durham County, North Carolina",13.7,43,35.3,0.1,4.4,0.1,0.4,0.1,3,100.1
0500000US37067,"Forsyth County, North Carolina",13.3,56.1,25.9,0.4,2.3,0,0.1,0,1.8,99.9
0500000US37069,"Franklin County, North Carolina",9,62.9,23.5,0.3,0.3,0,0.2,0,3.8,100
0500000US37071,"Gaston County, North Carolina",7.6,70.9,17.3,0.4,1.5,0.2,0.2,0,1.9,100
0500000US37081,"Guilford County, North Carolina",8.4,49,33.7,0.5,5,0,0.5,0.1,2.8,100
0500000US37085,"Harnett County, North Carolina",13.4,60.6,21,0.5,1.3,0,0.1,0,3,99.9
0500000US37089,"Henderson County, North Carolina",10.3,83,3.6,0.2,0.9,0,0.2,0,1.8,100
0500000US37097,"Iredell County, North Carolina",8,75.3,10.9,0.1,2.8,0,0,0.1,2.8,100
0500000US37101,"Johnston County, North Carolina",14.1,66.7,16.5,0.4,1,0,0,0.1,1.2,100
0500000US37109,"Lincoln County, North Carolina",7.5,84.5,6,0.2,0.9,0.1,0.1,0,0.8,100.1
0500000US37119,"Mecklenburg County, North Carolina",13.8,46,31.2,0.2,5.7,0,0.2,0.1,2.8,100
0500000US37125,"Moore County, North Carolina",7.1,76.9,12,0.7,1.4,0.2,0.1,0.1,1.5,100
0500000US37127,"Nash County, North Carolina",7.4,48.9,41,0.3,0.2,0,0,0,2.2,100
0500000US37129,"New Hanover County, North Carolina",5.8,77.2,12.5,0.3,1.1,0.1,0.2,0,2.8,100
0500000US37133,"Onslow County, North Carolina",12.9,65.7,13.8,0.5,2,0,0,0.2,4.9,100
0500000US37135,"Orange County, North Carolina",8.6,69.5,11.3,0.2,8.1,0,0.3,0.1,1.8,99.9
0500000US37147,"Pitt County, North Carolina",6.5,53.7,33.8,0.2,1.6,0.1,0.3,0.3,3.3,99.8
0500000US37151,"Randolph County, North Carolina",12,78.4,5.5,0.4,1,0,0,0,2.7,100
0500000US37155,"Robeson County, North Carolina",9.2,24.5,23.2,40.3,0.5,0,0.5,0,1.6,99.8
0500000US37157,"Rockingham County, North Carolina",6.3,N,N,N,N,N,N,N,N,6.3
0500000US37159,"Rowan County, North Carolina",9.4,70.9,15.5,0.1,0.8,0,0.3,0.3,2.6,99.9
0500000US37161,"Rutherford County, North Carolina",4.8,82.8,9.9,0.1,0.6,0,0.2,0,1.6,100
0500000US37171,"Surry County, North Carolina",11.1,83.2,2.2,1.2,0.6,0,0,0,1.7,100
0500000US37179,"Union County, North Carolina",11.5,71,11.5,0.4,3.3,0,0.3,0.1,1.9,100
0500000US37183,"Wake County, North Carolina",10.4,59.4,20.1,0.3,7.5,0,0.2,0.2,1.9,100
0500000US37191,"Wayne County, North Carolina",12.4,52.5,31.5,0.4,1.1,0,0.1,0.2,1.8,100
0500000US37193,"Wilkes County, North Carolina",6.9,N,N,N,N,N,N,N,N,6.9
0500000US37195,"Wilson County, North Carolina",10.8,N,N,N,N,N,N,N,N,10.8
0500000US38015,"Burleigh County, North Dakota",2.8,88.2,1.8,3.8,1,0.1,0,0,2.2,99.9
0500000US38017,"Cass County, North Dakota",2.8,84.4,6.2,0.9,2.3,0,0,0,3.4,100
0500000US38035,"Grand Forks County, North Dakota",4.7,83.1,2,2.7,3.1,2.3,0,0,2.1,100
0500000US38101,"Ward County, North Dakota",6.4,82.2,3.4,1,1.7,0.3,0,0,5.1,100.1
0500000US39003,"Allen County, Ohio",3.3,80.3,11.1,0.2,0.9,0,0.2,0.1,3.8,99.9
0500000US39007,"Ashtabula County, Ohio",4.4,N,N,N,N,N,N,N,N,4.4
0500000US39009,"Athens County, Ohio",1.9,89.7,2.9,0.9,2.7,0,0,0,1.9,100
0500000US39013,"Belmont County, Ohio",0.9,N,N,N,N,N,N,N,N,0.9
0500000US39017,"Butler County, Ohio",5,79.7,8.9,0.1,3.9,0,0.2,0.1,2.2,100.1
0500000US39023,"Clark County, Ohio",3.6,83.9,9,0.1,0.7,0,0,0,2.7,100
0500000US39025,"Clermont County, Ohio",2.1,93.2,0.9,0,1.1,0,0,0.1,2.6,100
0500000US39029,"Columbiana County, Ohio",1.9,N,N,N,N,N,N,N,N,1.9
0500000US39035,"Cuyahoga County, Ohio",6.3,58.3,29.2,0.2,3.3,0,0.3,0.1,2.4,100.1
0500000US39041,"Delaware County, Ohio",2.8,83.6,3.3,0.1,7.3,0,0.5,0,2.4,100
0500000US39043,"Erie County, Ohio",4.5,82.6,9.3,0.2,0.4,0,0.4,0,2.5,99.9
0500000US39045,"Fairfield County, Ohio",2.4,84.6,8.4,0.1,1.9,0,0.2,0.1,2.4,100.1
0500000US39049,"Franklin County, Ohio",5.8,62,22.9,0.2,5.4,0,0.2,0,3.5,100
0500000US39055,"Geauga County, Ohio",1.6,N,N,N,N,N,N,N,N,1.6
0500000US39057,"Greene County, Ohio",3,83.6,6.3,0.3,2.6,0.4,0.1,0,3.7,100
0500000US39061,"Hamilton County, Ohio",3.6,64.7,25.6,0.1,2.6,0.1,0.1,0,3.3,100.1
0500000US39063,"Hancock County, Ohio",5.8,88.6,1.5,0.3,1.9,0,0.1,0,2,100.2
0500000US39081,"Jefferson County, Ohio",1.6,90.1,5.4,0,0.6,0,0.1,0.1,2.1,100
0500000US39085,"Lake County, Ohio",4.7,87.1,4.4,0,1.3,0.1,0.5,0,1.9,100
0500000US39089,"Licking County, Ohio",2.1,89,4.1,0,1.6,0,0.1,0,3.1,100
0500000US39093,"Lorain County, Ohio",10.4,77.6,7.4,0.3,1.4,0,0.1,0,2.8,100
0500000US39095,"Lucas County, Ohio",7.4,68.1,18.7,0.3,1.7,0.1,0.2,0,3.5,100
0500000US39099,"Mahoning County, Ohio",6.5,75.4,14.7,0,1,0,0.1,0,2.3,100
0500000US39101,"Marion County, Ohio",2.8,88,3.7,0.2,1.6,0.1,0.1,0,3.4,99.9
0500000US39103,"Medina County, Ohio",2.3,93.5,1.7,0.3,1,0,0.1,0.1,1.1,100.1
0500000US39109,"Miami County, Ohio",1.9,91.7,2.8,0,1.4,0,0.1,0,2.1,100
0500000US39113,"Montgomery County, Ohio",3.3,70.1,19.7,0.2,2.1,0,0.3,0,4.5,100.2
0500000US39119,"Muskingum County, Ohio",0.5,N,N,N,N,N,N,N,N,0.5
0500000US39133,"Portage County, Ohio",2,89.2,4.5,0,1,0,0,0,3.2,99.9
0500000US39139,"Richland County, Ohio",2.1,85.3,8.8,0.3,0.6,0,0.1,0,2.9,100.1
0500000US39141,"Ross County, Ohio",1.4,N,N,N,N,N,N,N,N,1.4
0500000US39145,"Scioto County, Ohio",1.4,N,N,N,N,N,N,N,N,1.4
0500000US39151,"Stark County, Ohio",2.2,86.1,7.6,0,1,0,0.1,0,3,100
0500000US39153,"Summit County, Ohio",2.3,76,14.7,0.2,3.7,0,0.4,0.1,2.7,100.1
0500000US39155,"Trumbull County, Ohio",1.9,86.8,8.2,0,0.6,0.1,0,0.1,2.2,99.9
0500000US39157,"Tuscarawas County, Ohio",3.2,N,N,N,N,N,N,N,N,3.2
0500000US39165,"Warren County, Ohio",2.9,84.8,3.7,0,6.7,0,0.4,0.2,1.2,99.9
0500000US39169,"Wayne County, Ohio",2.1,93.5,1.2,0.1,1,0,0,0,2.1,100
0500000US39173,"Wood County, Ohio",5.7,87.9,2.1,0.2,2,0.2,0.1,0,1.9,100.1
0500000US40017,"Canadian County, Oklahoma",9.8,74.9,3.8,4.3,3.4,0,0.1,0,3.8,100.1
0500000US40027,"Cleveland County, Oklahoma",9.2,70.7,4.8,4.3,4.7,0,0.1,0.2,6,100
0500000US40031,"Comanche County, Oklahoma",13.5,55.7,14.1,4,2.5,0.1,0.1,0.2,9.9,100.1
0500000US40037,"Creek County, Oklahoma",4.6,75.2,2.2,13,0.1,0,0,0.1,4.7,99.9
0500000US40101,"Muskogee County, Oklahoma",6.6,55.5,10.6,17,0.5,0,0,0,9.9,100.1
0500000US40109,"Oklahoma County, Oklahoma",17.9,55.3,14.8,3,3.5,0.1,0.1,0.1,5.3,100.1
0500000US40119,"Payne County, Oklahoma",4.8,76.6,3.6,3.9,4.4,0,0,0.1,6.4,99.8
0500000US40125,"Pottawatomie County, Oklahoma",5.4,71.9,3.5,13.7,0.6,0,0,0,5,100.1
0500000US40131,"Rogers County, Oklahoma",5,71.2,0.9,13,1.5,0,0,0.1,8.4,100.1
0500000US40143,"Tulsa County, Oklahoma",13.3,61,9.8,5.2,3.6,0.1,0.1,0.1,6.8,100
0500000US40145,"Wagoner County, Oklahoma",6.7,70.5,3.6,9,1.6,0,0.3,0,8.2,99.9
0500000US41003,"Benton County, Oregon",7.8,79.7,1.2,1,6.4,0.4,0.1,0,3.5,100.1
0500000US41005,"Clackamas County, Oregon",9,81.1,1.2,0.6,4.7,0.1,0.1,0.2,3.1,100.1
0500000US41017,"Deschutes County, Oregon",8.3,86.5,0.5,1.4,1.4,0.2,0.1,0.3,1.5,100.2
0500000US41019,"Douglas County, Oregon",6.1,87.5,0.3,0.6,0.8,0.1,0,0,4.7,100.1
0500000US41029,"Jackson County, Oregon",13.5,80.1,0.9,0.9,1.4,0.3,0,0,2.9,100
0500000US41033,"Josephine County, Oregon",7.7,86.6,0.6,1.5,0.5,0,0.4,0,2.9,100.2
0500000US41035,"Klamath County, Oregon",13.8,76.9,0.5,5.8,0.3,0,0.1,0.2,2.5,100.1
0500000US41039,"Lane County, Oregon",9.3,81.2,1.2,0.8,2.8,0.2,0.1,0.1,4.2,99.9
0500000US41043,"Linn County, Oregon",9.5,84.1,0.5,0.9,0.9,0.2,0.3,0,3.6,100
0500000US41047,"Marion County, Oregon",27.2,64.5,0.6,0.7,2.5,0.3,0.2,0.1,3.8,99.9
0500000US41051,"Multnomah County, Oregon",12,68.9,5.1,0.7,7.4,0.6,0.1,0.2,5,100
0500000US41053,"Polk County, Oregon",14.5,77.3,0.1,0.8,2,0.1,0.1,0,5.1,100
0500000US41059,"Umatilla County, Oregon",27.6,64.2,0.4,2.5,1.3,0.5,0.9,0.1,2.5,100
0500000US41067,"Washington County, Oregon",17.1,64.4,2,0.2,11.4,0.5,0.1,0.1,4.2,100
0500000US41071,"Yamhill County, Oregon",16.2,76.6,0.9,0.8,2,0.2,0,0.2,3.1,100
0500000US42001,"Adams County, Pennsylvania",7.3,88.6,1.7,0.2,1,0,0.1,0,1.1,100
0500000US42003,"Allegheny County, Pennsylvania",2.3,78,12.8,0.1,3.8,0,0.2,0.2,2.6,100
0500000US42005,"Armstrong County, Pennsylvania",0.4,97,1.5,0,0.4,0,0,0,0.8,100.1
0500000US42007,"Beaver County, Pennsylvania",1.8,89.1,6,0.1,0.7,0,0,0,2.4,100.1
0500000US42011,"Berks County, Pennsylvania",22.5,70.3,4.5,0.1,1.5,0,0,0,1.1,100
0500000US42013,"Blair County, Pennsylvania",1.3,94.5,1.6,0.4,0.2,0.1,0,0,1.8,99.9
0500000US42017,"Bucks County, Pennsylvania",5.7,83.2,4,0.1,5.2,0,0.2,0,1.7,100.1
0500000US42019,"Butler County, Pennsylvania",1.6,94.5,1,0,1.3,0,0,0,1.7,100.1
0500000US42021,"Cambria County, Pennsylvania",1.8,92.5,3.7,0,0.4,0,0,0.1,1.4,99.9
0500000US42025,"Carbon County, Pennsylvania",5.3,N,N,N,N,N,N,N,N,5.3
0500000US42027,"Centre County, Pennsylvania",3,85.4,3.5,0,6,0,0,0,1.9,99.8
0500000US42029,"Chester County, Pennsylvania",7.6,78.6,5.5,0.1,5.9,0,0.2,0.1,2.1,100.1
0500000US42033,"Clearfield County, Pennsylvania",2.2,92.7,3.7,0,0.6,0,0.1,0,0.6,99.9
0500000US42037,"Columbia County, Pennsylvania",3,92.9,1.1,0.1,2.3,0,0.1,0,0.6,100.1
0500000US42039,"Crawford County, Pennsylvania",1.4,94.6,1.7,0.1,0.8,0,0,0,1.4,100
0500000US42041,"Cumberland County, Pennsylvania",4.3,84.4,4.2,0.1,4.2,0,0.2,0,2.6,100
0500000US42043,"Dauphin County, Pennsylvania",9.9,64.5,18.3,0.1,5.2,0,0,0,2,100
0500000US42045,"Delaware County, Pennsylvania",4.1,65.5,21.8,0.1,5.9,0,0.2,0.2,2.1,99.9
0500000US42049,"Erie County, Pennsylvania",4.4,83.9,6.3,0.4,1.7,0,0.2,0.1,3.2,100.2
0500000US42051,"Fayette County, Pennsylvania",1.3,91.5,4,0,0.5,0,0.5,0,2.2,100
0500000US42055,"Franklin County, Pennsylvania",6.1,87.3,3.8,0,0.9,0,0,0.1,1.8,100
0500000US42063,"Indiana County, Pennsylvania",0.9,93.7,2.8,0,0.6,0,0.1,0,1.9,100
0500000US42069,"Lackawanna County, Pennsylvania",8.4,83.8,3.4,0,3.2,0.1,0,0.1,1.1,100.1
0500000US42071,"Lancaster County, Pennsylvania",11,81.3,3.6,0,2.3,0,0,0,1.8,100
0500000US42073,"Lawrence County, Pennsylvania",1.6,N,N,N,N,N,N,N,N,1.6
0500000US42075,"Lebanon County, Pennsylvania",14.1,81,2,0.4,1,0,0.1,0,1.3,99.9
0500000US42077,"Lehigh County, Pennsylvania",26.2,62.1,6,0.1,3.3,0.1,0.4,0.1,1.6,99.9
0500000US42079,"Luzerne County, Pennsylvania",13.8,79.2,4.1,0.1,1,0,0.1,0.2,1.5,100
0500000US42081,"Lycoming County, Pennsylvania",2.2,90.3,5.1,0.5,0.7,0,0,0,1.2,100
0500000US42085,"Mercer County, Pennsylvania",1.6,90,5.7,0,0.6,0,0,0,2,99.9
0500000US42089,"Monroe County, Pennsylvania",17,64.5,14,0.3,2.3,0,0.1,0.1,1.7,100
0500000US42091,"Montgomery County, Pennsylvania",5.4,75,9.4,0.1,7.7,0,0.1,0,2.3,100
0500000US42095,"Northampton County, Pennsylvania",14.2,75.1,5.4,0.1,2.7,0,0.5,0,2,100
0500000US42097,"Northumberland County, Pennsylvania",3.9,91.7,2.5,0.1,0.5,0.1,0,0,1.2,100
0500000US42101,"Philadelphia County, Pennsylvania",15.2,34.2,40.1,0.3,7.5,0,0.3,0.1,2.3,100
0500000US42107,"Schuylkill County, Pennsylvania",5.2,90.1,3.1,0.1,0.4,0,0,0,1.2,100.1
0500000US42111,"Somerset County, Pennsylvania",1.6,94.1,2.1,0.2,0.4,0,0,0,1.6,100
0500000US42125,"Washington County, Pennsylvania",1.8,91.8,2.9,0,1.1,0.1,0.1,0,2.2,100
0500000US42129,"Westmoreland County, Pennsylvania",1.3,93.5,2.1,0,0.9,0,0.2,0.1,1.9,100
0500000US42133,"York County, Pennsylvania",8.1,82.5,5.3,0.2,1.4,0,0.2,0,2.4,100.1
0500000US44003,"Kent County, Rhode Island",5.7,86.8,1.7,0.3,3.2,0,0.7,0,1.6,100
0500000US44005,"Newport County, Rhode Island",6,85.6,2.9,0.5,1.4,0,0.8,0,2.8,100
0500000US44007,"Providence County, Rhode Island",23.9,59.4,8.5,0.2,4,0,1,0.5,2.5,100
0500000US44009,"Washington County, Rhode Island",3.4,90.8,1.1,0.1,2.7,0,0,0,1.9,100
0500000US45003,"Aiken County, South Carolina",5.9,65.8,25.6,0,0.8,0,0,0,1.9,100
0500000US45007,"Anderson County, South Carolina",4,77.1,14.7,0.2,1.2,0,0.1,0,2.6,99.9
0500000US45013,"Beaufort County, South Carolina",11.1,68.5,16.9,0.2,1.3,0,0.1,0,2,100.1
0500000US45015,"Berkeley County, South Carolina",7,62.6,23.8,0.3,2.3,0,0.7,0,3.2,99.9
0500000US45019,"Charleston County, South Carolina",5.3,65.2,24.9,0.1,1.8,0.4,0.2,0.1,2.1,100.1
0500000US45031,"Darlington County, South Carolina",2.2,N,N,N,N,N,N,N,N,2.2
0500000US45035,"Dorchester County, South Carolina",5.8,63.9,23.6,0.3,1.9,1.8,0,0,2.7,100
0500000US45041,"Florence County, South Carolina",2.8,51.2,43.8,0.2,1.4,0,0,0,0.6,100
0500000US45045,"Greenville County, South Carolina",9.5,67.8,17.1,0.3,2.5,0.3,0.3,0.2,2,100
0500000US45047,"Greenwood County, South Carolina",6.2,59.4,33,0.1,0.6,0,0,0,0.8,100.1
0500000US45051,"Horry County, South Carolina",6.1,77.4,12.5,0.2,1.5,0,0,0.2,2,99.9
0500000US45055,"Kershaw County, South Carolina",2,N,N,N,N,N,N,N,N,2
0500000US45057,"Lancaster County, South Carolina",5.9,70,20.2,0,1.6,0,0,0,2.3,100
0500000US45059,"Laurens County, South Carolina",5.3,67.7,21.9,0.1,0.5,0,0,0,4.5,100
0500000US45063,"Lexington County, South Carolina",6.3,74,14.8,0.3,2.1,0.1,0.1,0.1,2.1,99.9
0500000US45073,"Oconee County, South Carolina",5.8,84.1,6.7,0.2,0.9,0,0,0,2.3,100
0500000US45075,"Orangeburg County, South Carolina",2.4,N,N,N,N,N,N,N,N,2.4
0500000US45077,"Pickens County, South Carolina",3.9,85.2,7.4,0.2,2,0,0.1,0,1.2,100
0500000US45079,"Richland County, South Carolina",5.3,41.4,47.5,0.2,3,0,0.1,0.1,2.3,99.9
0500000US45083,"Spartanburg County, South Carolina",7.3,67.8,20.5,0.2,2.6,0,0,0.1,1.6,100.1
0500000US45085,"Sumter County, South Carolina",4.2,44.8,46.5,0.1,1.5,0,0,0,2.8,99.9
0500000US45091,"York County, South Carolina",5.9,69.7,19.1,0.9,2.5,0,0.3,0,1.5,99.9
0500000US46099,"Minnehaha County, South Dakota",5.1,82,6.2,1.4,1.9,0,0,0,3.3,99.9
0500000US46103,"Pennington County, South Dakota",5.4,79.8,1.7,8.3,1.1,0.1,0,0,3.7,100.1
0500000US47001,"Anderson County, Tennessee",3.2,88.7,4.3,0.4,1.6,0.4,0.2,0,1.2,100
0500000US47009,"Blount County, Tennessee",3.6,90.4,2.9,0.1,0.8,0,0.5,0,1.6,99.9
0500000US47011,"Bradley County, Tennessee",6.6,85,5.7,0.2,0.7,0,0,0.1,1.6,99.9
0500000US47037,"Davidson County, Tennessee",10.4,56,26.7,0.3,3.8,0.1,0.5,0.1,2.1,100
0500000US47059,"Greene County, Tennessee",3,N,N,N,N,N,N,N,N,3
0500000US47065,"Hamilton County, Tennessee",6,70.9,18.2,0.2,2,0.1,0.3,0.1,2.3,100.1
0500000US47093,"Knox County, Tennessee",4.6,81.8,8.2,0.4,2.1,0,0.3,0.1,2.5,100
0500000US47113,"Madison County, Tennessee",4.1,54.2,36.9,0.4,1.1,0,1.4,0,1.9,100
0500000US47119,"Maury County, Tennessee",6.2,N,N,N,N,N,N,N,N,6.2
0500000US47125,"Montgomery County, Tennessee",10.2,62,19.6,0.2,1.9,0.3,0.6,0.1,5,99.9
0500000US47141,"Putnam County, Tennessee",6.5,87.9,2.4,0,1.3,0,0,0,1.8,99.9
0500000US47147,"Robertson County, Tennessee",7.4,82.2,7.5,0.3,0.5,0,0.4,0,1.7,100
0500000US47149,"Rutherford County, Tennessee",8.7,68.9,14.8,0.1,3.8,0.1,0.1,0.1,3.4,100
0500000US47155,"Sevier County, Tennessee",6.4,N,N,N,N,N,N,N,N,6.4
0500000US47157,"Shelby County, Tennessee",6.6,35.2,53.7,0.1,2.8,0,0.1,0,1.5,100
0500000US47163,"Sullivan County, Tennessee",2,93.1,2,0.1,0.7,0,0,0,1.9,99.8
0500000US47165,"Sumner County, Tennessee",5.3,82.9,8.1,0.2,1.8,0.1,0.1,0,1.5,100
0500000US47179,"Washington County, Tennessee",3.6,88.2,3.8,1.3,1.7,0,0,0,1.4,100
0500000US47187,"Williamson County, Tennessee",4.9,83.7,3.7,0.1,4.6,0,0.1,0,2.9,100
0500000US47189,"Wilson County, Tennessee",4.6,83.5,6.7,0.5,1.9,0,0.6,0.2,2.1,100.1
0500000US48005,"Angelina County, Texas",22.7,N,N,N,N,N,N,N,N,22.7
0500000US48021,"Bastrop County, Texas",39.7,N,N,N,N,N,N,N,N,39.7
0500000US48027,"Bell County, Texas",25.6,44.5,22.4,0.3,2.8,0.7,0.1,0,3.6,100
0500000US48029,"Bexar County, Texas",60.7,27,7,0.2,2.9,0.1,0.2,0.1,1.8,100
0500000US48037,"Bowie County, Texas",7.8,63.1,24.3,1,0.8,0,0,0.1,2.9,100
0500000US48039,"Brazoria County, Texas",31.6,45.3,14.6,0.5,7,0,0.1,0,1,100.1
0500000US48041,"Brazos County, Texas",26.2,55.1,10.7,0,5.7,0.2,0,0.1,2,100
0500000US48061,"Cameron County, Texas",90,8.6,0.4,0.1,0.7,0,0,0.1,0.1,100
0500000US48085,"Collin County, Texas",15.5,55,10.3,0.3,16.2,0.1,0.1,0.1,2.3,99.9
0500000US48091,"Comal County, Texas",28.1,66.2,3.1,0.1,1.5,0.1,0.3,0,0.7,100.1
0500000US48099,"Coryell County, Texas",18.9,57.6,12.2,0.3,2.1,0.7,0,0,8.2,100
0500000US48113,"Dallas County, Texas",40.8,28.2,22.3,0.3,6.5,0,0.1,0.1,1.7,100
0500000US48121,"Denton County, Texas",19.6,57.6,9.9,0.3,9.6,0.1,0.2,0.1,2.6,100
0500000US48135,"Ector County, Texas",62.6,30.4,5.3,0.1,1.2,0,0,0,0.4,100
0500000US48139,"Ellis County, Texas",26.9,58.9,10.8,0.6,0.5,0,0,0.3,2,100
0500000US48141,"El Paso County, Texas",82.9,11.6,3,0.3,1.1,0,0.1,0.1,0.8,99.9
0500000US48157,"Fort Bend County, Texas",24.9,31.8,19.9,0.2,20.1,0.1,0.1,0.1,2.7,99.9
0500000US48167,"Galveston County, Texas",25.4,56.7,12.4,0.1,3.4,0,0,0,2,100
0500000US48181,"Grayson County, Texas",14.2,74.6,6,0.5,1.7,0,0,0,2.9,99.9
0500000US48183,"Gregg County, Texas",19.2,56.6,18.2,0.1,1.3,0,0.4,0.1,4.2,100.1
0500000US48187,"Guadalupe County, Texas",38.5,49.2,8,0.3,1.3,0,0.2,0,2.5,100
0500000US48201,"Harris County, Texas",43.7,28.5,18.5,0.2,7,0,0.3,0.1,1.6,99.9
0500000US48203,"Harrison County, Texas",13.6,63,17.9,0.9,1.2,0,0.1,0.1,3.2,100
0500000US48209,"Hays County, Texas",40.1,52.4,3.9,0.4,1.2,0,0.1,0,1.8,99.9
0500000US48213,"Henderson County, Texas",13.6,77.4,4.6,1,2.1,0,0,0,1.2,99.9
0500000US48215,"Hidalgo County, Texas",92.5,5.6,0.4,0.1,0.9,0,0.4,0,0.2,100.1
0500000US48231,"Hunt County, Texas",17.6,70.4,7.9,0.9,1,0,0,0,2.2,100
0500000US48245,"Jefferson County, Texas",22.1,39.4,33.1,0.4,3.9,0.3,0,0,0.8,100
0500000US48251,"Johnson County, Texas",22.6,69.9,4.4,0.4,1.1,0,0.1,0,1.4,99.9
0500000US48257,"Kaufman County, Texas",23.3,59.8,14.1,0.1,0.6,0,0,0,2.1,100
0500000US48291,"Liberty County, Texas",28.6,N,N,N,N,N,N,N,N,28.6
0500000US48303,"Lubbock County, Texas",36.3,52.4,6.5,0.3,2.1,0,0.3,0.1,2,100
0500000US48309,"McLennan County, Texas",27,55.3,13.6,0.4,1.4,0,0.1,0.2,2,100
0500000US48329,"Midland County, Texas",46,44,5.9,0.2,1.6,0.1,0,0,2.1,99.9
0500000US48339,"Montgomery County, Texas",25.2,64.3,5.1,0.2,3.1,0,0.1,0.1,2,100.1
0500000US48347,"Nacogdoches County, Texas",20,N,N,N,N,N,N,N,N,20
0500000US48355,"Nueces County, Texas",64.5,28.7,3.8,0.1,2.1,0,0,0,0.8,100
0500000US48361,"Orange County, Texas",8.5,N,N,N,N,N,N,N,N,8.5
0500000US48367,"Parker County, Texas",13,82.6,1,0.4,0.7,0.1,0,0,2.1,99.9
0500000US48375,"Potter County, Texas",39.1,43.2,10.2,0.7,5.7,0,0,0,1,99.9
0500000US48381,"Randall County, Texas",23.1,70,2.7,0.3,2,0.2,0,0,1.6,99.9
0500000US48397,"Rockwall County, Texas",18.6,68.8,7,0.1,3.3,0.2,0.7,0.2,1.2,100.1
0500000US48409,"San Patricio County, Texas",58.5,37.6,1.9,0,1,0,0,0,0.9,99.9
0500000US48423,"Smith County, Texas",20.1,59.1,17.7,0.2,1.7,0.1,0.1,0,1.1,100.1
0500000US48439,"Tarrant County, Texas",29.5,45.2,16.8,0.3,5.6,0.2,0.3,0.1,2.1,100.1
0500000US48441,"Taylor County, Texas",25,62.6,8.6,0.1,2.1,0,0.2,0,1.3,99.9
0500000US48451,"Tom Green County, Texas",40.7,52.4,3.9,0.3,1.2,0.1,0,0,1.3,99.9
0500000US48453,"Travis County, Texas",33.6,48.8,7.8,0.2,6.8,0,0.1,0,2.6,99.9
0500000US48469,"Victoria County, Texas",47.8,N,N,N,N,N,N,N,N,47.8
0500000US48471,"Walker County, Texas",18.1,N,N,N,N,N,N,N,N,18.1
0500000US48479,"Webb County, Texas",95.4,N,N,N,N,N,N,N,N,95.4
0500000US48485,"Wichita County, Texas",19.8,64.5,9.5,0.7,2.2,0.2,0.2,0,2.9,100
0500000US48491,"Williamson County, Texas",24.8,58,6.6,0.2,7.6,0,0,0.1,2.6,99.9
0500000US48497,"Wise County, Texas",20,N,N,N,N,N,N,N,N,20
0500000US49005,"Cache County, Utah",10.9,83.5,0.7,0.4,2.6,0,0,0,1.9,100
0500000US49011,"Davis County, Utah",10.2,83,1.1,0.4,1.9,0.8,0.2,0.1,2.3,100
0500000US49035,"Salt Lake County, Utah",18.8,70,1.9,0.7,4.1,1.5,0.3,0,2.6,99.9
0500000US49045,"Tooele County, Utah",12.9,N,N,N,N,N,N,N,N,12.9
0500000US49049,"Utah County, Utah",12.2,81.6,0.4,0.4,1.3,0.9,0.1,0,3,99.9
0500000US49053,"Washington County, Utah",10.9,83.8,0.8,0.8,0.7,0.2,0.5,0,2.2,99.9
0500000US49057,"Weber County, Utah",18.7,75.2,1,0.7,1.3,0.2,0.3,0.1,2.4,99.9
0500000US50007,"Chittenden County, Vermont",2.5,88.1,2.8,0.3,2.7,0.1,0.3,0,3.3,100.1
0500000US51003,"Albemarle County, Virginia",5.8,76.8,9,0.2,4.9,0.1,0.3,0.5,2.4,100
0500000US51013,"Arlington County, Virginia",15.6,61,9.3,0.2,10.2,0,0.3,0.2,3.3,100.1
